,key,stars,helpful_yes,helpful_no,text,rating,sentiment,text_custom,text_custom_str,bag_of_words,bag_of_words_str
10,0_breyers,1,13,0,"['sad', 'see', 'integrity', 'buck', 'saved', 'corn', 'syrup', 'bye', 'decade', 'loyalty', 'moved', 'turkey']",4.1,0,['syrup'],syrup,['syrup'],syrup
11,0_breyers,2,11,0,"['cow', 'fed', 'grass', 'gmo', 'corn', 'ingredient', 'vanilla', 'vanillian', 'wood', 'pulp', 'natural', 'ingredient', 'jerry', 'ruined']",4.1,0,['natural'],natural,['natural'],natural
12,0_breyers,1,12,0,"['glopped', 'mouthfeel', 'unappetizingly', 'named', 'vegetable', 'gum', 'natural', 'anything', 'refuse', 'aid', 'deceit', 'funding', 'dollar', 'wake']",4.1,0,"['natural', 'gum']","natural,gum","['natural', 'gum']","natural,gum"
13,0_breyers,1,19,0,"['extra', 'milk', 'sugar', 'vanilla', 'least', 'back', 'vanilla', 'chocolate', 'strawberry']",4.1,0,"['vanilla', 'chocolate', 'strawberry', 'berry', 'choc']","vanilla,chocolate,strawberry,berry,choc","['vanilla', 'chocolate', 'strawberry', 'berry', 'choc']","vanilla,chocolate,strawberry,berry,choc"
14,0_breyers,1,11,0,"['grew', 'vanilla', 'vanilla', 'bean', 'speck', 'creaminess', 'effort', 'puddle', 'melted', 'year', 'wanted', 'week', 'disappointed', 'first', 'difference', 'texture', 'get', 'expected', 'tough', 'scooping', 'first', 'nope', 'fluff', 'scooped', 'marsh', 'mellow', 'bad', 'sign', 'tasted', 'couldnt', 'finished', 'decadent', 'texture', 'le', 'rich', 'somehow', 'trend', 'taste', 'test', 'answer', 'great', 'decade', 'ruined', 'never', 'take', 'tara', 'gum', 'go', 'back', 'classic']",4.1,0,"['vanilla', 'creaminess', 'texture', 'rich', 'bean', 'speck', 'gum']","vanilla,creaminess,texture,rich,bean,speck,gum","['vanilla', 'creaminess', 'texture', 'rich', 'bean', 'speck', 'gum']","vanilla,creaminess,texture,rich,bean,speck,gum"
15,0_breyers,1,33,1,"['absolutely', 'natural', 'vanilla', 'favorite', 'anymore']",4.1,0,"['vanilla', 'natural']","vanilla,natural","['vanilla', 'natural']","vanilla,natural"
16,0_breyers,2,19,0,"['disappointed', 'discover', 'vegetable', 'gum', 'purity', 'texture', 'taste', 'fashioned', 'disappointing']",4.1,0,"['texture', 'gum']","texture,gum","['texture', 'gum']","texture,gum"
17,0_breyers,4,45,3,"['taste', 'vanilla', 'declined', 'ingredient', 'include', 'gum', 'flavoring', 'vanilla', 'ought', 'consist', 'milk', 'sugar', 'vanilla', 'bean', 'extract']",4.1,1,"['vanilla', 'bean', 'gum']","vanilla,bean,gum","['vanilla', 'bean', 'gum']","vanilla,bean,gum"
18,0_breyers,1,45,2,"['hadnt', 'taste', 'remembered', 'quality', 'butterfat', 'brand', 'refreshing', 'obviously', 'melted', 'somewhere', 'along', 'supply', 'chain', 'side', 'strike', 'scooped', 'hmmm', 'texture', 'seem', 'soft', 'marshmallow', 'strike', 'two', 'tasted', 'ugh', 'awful', 'except', 'sweet', 'air', 'fluffy', 'texture', 'seem', 'checked', 'ingredient', 'yep', 'full', 'gum', 'stabilizer', 'butterfat', 'content', 'cant', 'even', 'call', 'hadnt', 'name', 'would', 'checked', 'ingredient', 'couldnt', 'would', 'take', 'great', 'destroy', 'strike', 'three', 'bad', 'threw', 'expecting', 'sadly', 'disappointed']",4.1,0,"['sweet', 'texture', 'marshmallow', 'gum', 'soft', 'butter']","sweet,texture,marshmallow,gum,soft,butter","['sweet', 'texture', 'marshmallow', 'gum', 'soft', 'butter']","sweet,texture,marshmallow,gum,soft,butter"
19,0_breyers,1,34,1,"['since', 'canadian', 'gum', 'aded']",4.1,0,['gum'],gum,['gum'],gum
20,0_breyers,1,32,1,"['ingredient', 'made', 'optimum', 'receipt', 'great']",4.1,0,['tart'],tart,['tart'],tart
21,0_breyers,1,23,1,"['disappointed', 'growing', 'quit', 'awhile', 'touted', 'milk', 'sugar', 'taste', 'texture', 'thickening', 'shouldnt', 'fluffy', 'heavy', 'enough', 'give', 'brain', 'freeze']",4.1,0,['texture'],texture,['texture'],texture
22,0_breyers,1,30,1,"['ruined', 'gum', 'corn', 'syrup', 'ingredient', 'best', 'experience', 'childhood', 'destroyed', 'go', 'back', 'ingredient', 'hungry', 'goblin', 'ingredient', 'influence']",4.1,0,"['syrup', 'gum']","syrup,gum","['syrup', 'gum']","syrup,gum"
23,0_breyers,1,27,0,"['swear', 'natural', 'vanilla', 'best', 'anymore', 'shame', 'typical', 'corporate', 'move', 'increase', 'profit', 'quality']",4.1,0,[],,[],
24,0_breyers,3,73,4,"['favorite', 'vanilla', 'tasted', 'without', 'fuss', 'tara', 'gum', 'give', 'gummy', 'feel', 'may', 'well', 'cheaper', 'brand']",4.1,0,"['vanilla', 'gum']","vanilla,gum","['vanilla', 'gum']","vanilla,gum"
25,0_breyers,2,7,0,"['melt', 'need']",4.1,0,[],,[],
26,0_breyers,1,35,0,"['bragged', 'everyone', 'even', 'convert', 'best', 'snowy', 'texture', 'made', 'apart', 'especially', 'mint', 'chip', 'vanilla', 'bean', 'vanilla', 'cream', 'taste', 'gummy', 'sweet', 'texture', 'weird', 'froth', 'top', 'latte', 'biggest', 'difference', 'product', 'corn', 'syrup', 'always', 'avoid', 'well', 'wayyy', 'sweet', 'competitor', 'please', 'vow', 'get', 'corn', 'syrup', 'commercial', 'cookie', 'candy', 'cream', 'loyal', 'deserve', 'here', 'big', 'please', 'peanut', 'ingredient', 'thing', 'peanut', 'please', 'rocky', 'enjoy']",4.1,0,"['peanut', 'vanilla', 'sweet', 'texture', 'cookie', 'nut', 'syrup', 'chip', 'bean', 'candy', 'gum', 'mint']","peanut,vanilla,sweet,texture,cookie,nut,syrup,chip,bean,candy,gum,mint","['peanut', 'vanilla', 'sweet', 'texture', 'cookie', 'nut', 'syrup', 'chip', 'bean', 'candy', 'gum', 'mint']","peanut,vanilla,sweet,texture,cookie,nut,syrup,chip,bean,candy,gum,mint"
27,0_breyers,1,40,0,"['whole', 'consistency', 'unique', 'tara', 'gum', 'soft', 'watery', 'shame']",4.1,0,"['consistency', 'gum', 'soft']","consistency,gum,soft","['consistency', 'gum', 'soft']","consistency,gum,soft"
28,0_breyers,1,5,0,"['enjoying', 'natural', 'vanilla', 'year', 'every', '2', 'purchase', 'tasted', 'much', 'glue', 'unfortunately', 'cant', 'threw', 'last', 'sad', 'see', 'amazing', 'spiral', 'dirt', 'tasting', 'expert', 'found', 'improvement', 'proper', 'survey', 'existing', 'customer', 'well', 'another', 'asking', 'manager', 'natural']",4.1,0,['tea'],tea,['tea'],tea
29,0_breyers,1,4,0,"['natural', 'tasting', 'fleck', 'vanilla', 'bean', 'taste', 'ever', 'processed', 'disappointed']",4.1,0,"['vanilla', 'natural', 'bean']","vanilla,natural,bean","['vanilla', 'natural', 'bean']","vanilla,natural,bean"
30,0_breyers,2,2,0,"['natural', 'vanilla', 'go', 'year', 'account', 'every', 'brand', 'except', 'including', 'vanilla', 'bean', 'least', 'last', 'vanilla', 'bean', 'mistake', 'part', 'vanilla', 'bean', 'part', 'give', 'unique', 'taste', 'better', 'opinion']",4.1,0,"['vanilla', 'natural', 'bean']","vanilla,natural,bean","['vanilla', 'natural', 'bean']","vanilla,natural,bean"
31,0_breyers,1,2,0,"['always', 'natural', 'vanilla', 'milk', 'sugar', 'vanilla', 'big', 'ad', 'campaign', 'around', 'would', 'gum', 'handful', 'different', 'vanilla', 'alone', 'keep', 'customer', 'wanted', 'especially', 'annoyed', 'anyway', 'yuck', 'ever']",4.1,0,"['vanilla', 'gum']","vanilla,gum","['vanilla', 'gum']","vanilla,gum"
32,0_breyers,1,3,0,"['vegetable', 'gum', 'wether', 'nothing', 'give', '5', 'star', 'company', 'stabilizer', 'smoothening', 'agent', 'please', 'nothing']",4.1,0,"['smooth', 'gum']","smooth,gum","['smooth', 'gum']","smooth,gum"
33,0_breyers,1,2,0,"['last', 'month', 'natural', 'vanilla', 'caramel', 'taste', 'please', 'back', 'wonderful', 'taste', 'leaf', 'terrible', 'taste', 'disappointing', 'go', 'want', 'switch', 'another']",4.1,0,"['vanilla', 'natural', 'caramel']","vanilla,natural,caramel","['vanilla', 'natural', 'caramel']","vanilla,natural,caramel"
34,0_breyers,1,2,0,"['vegetable', 'gum', 'contaminated', 'consistency', 'terrible', 'fake', 'cream', 'please', 'back', 'beloved', 'natural', 'vanilla', 'gum', 'corrupted', 'wonderful', 'natural', 'ingredient', 'alien', 'substance', 'belong']",4.1,0,"['natural', 'consistency', 'gum']","natural,consistency,gum","['natural', 'consistency', 'gum']","natural,consistency,gum"
35,0_breyers,2,3,0,"['best', 'natural', 'anymore']",4.1,0,['natural'],natural,['natural'],natural
36,0_breyers,1,3,0,"['disappointed', 'vanilla', 'tasting', 'quality', 'fair']",4.1,0,['vanilla'],vanilla,['vanilla'],vanilla
37,0_breyers,1,2,0,"['shocked', 'see', 'gum', 'natural', 'vanilla', 'vegetable', 'reasoning', 'behind', 'response', 'impressed', 'natural', 'ingredient', 'gum', 'creamy', 'enough', 'without', 'gum', 'formation', 'crystal', 'temperature', 'fluctuation', 'mean', 'listen', 'customer', 'take', 'gum', 'starting', 'inferior', 'ingredient', 'cost', 'gum', 'compensate', 'lame', 'excuse', 'justify', 'mix', 'vanilla', 'vanilla', 'bean', 'since', 'could', 'slowly', 'ruined', 'favorite', 'flavor', 'butter', 'pecan', 'garbage', 'ingredient', 'whole', 'switch', 'dad', 'get', 'turkey', 'vanilla', 'life', 'still', 'gum']",4.1,0,"['vanilla', 'pecan', 'natural', 'creamy', 'tart', 'bean', 'gum', 'butter']","vanilla,pecan,natural,creamy,tart,bean,gum,butter","['vanilla', 'pecan', 'natural', 'creamy', 'tart', 'bean', 'gum', 'butter']","vanilla,pecan,natural,creamy,tart,bean,gum,butter"
38,0_breyers,1,3,0,"['5th', 'quarantine', 'worldwide', 'pandemic', 'virus', 'allowed', 'due', 'potential', 'cannot', 'find', 'anywhere', 'telling', 'want', 'vanilla', 'bean', 'tell', 'cannot', 'find', 'grocer', 'name', 'several', 'year', 'back', 'go', 'disappointment', 'review', 'since', 'almost', 'afraid', 'keep', 'correct', 'name', 'seems', 'lover', 'fashion', 'family', 'gathered', 'oak', 'tree', 'everyone', 'turn', 'crank', 'crank', 'maker', 'kid', 'skipping', 'around', 'impatiently', 'sticking', 'finger', 'taste', 'salt', 'taste', 'impeccable', 'creamy', 'sweet', 'speck', 'something', 'made', 'taste', 'heaven', 'vanilla', 'bean', 'tasted', 'fashioned', 'crank', 'would', 'dip', 'scoop', 'stir', 'stir', 'till', 'became', 'creamy', 'smooth', 'specialty', 'always', 'memory', 'something', 'perfect']",4.1,0,"['sweet', 'salt', 'creamy', 'smooth', 'speck']","sweet,salt,creamy,smooth,speck","['sweet', 'salt', 'creamy', 'smooth', 'speck']","sweet,salt,creamy,smooth,speck"
39,0_breyers,2,2,0,"['natural', 'vanilla', 'vanilla', 'chocolate', 'taste', 'different', 'get', 'often', 'get', 'burned', 'vegetable', 'gum', 'might', 'bad', 'fan', 'decade']",4.1,0,"['vanilla', 'natural', 'chocolate', 'choc', 'gum']","vanilla,natural,chocolate,choc,gum","['vanilla', 'natural', 'chocolate', 'choc', 'gum']","vanilla,natural,chocolate,choc,gum"
40,0_breyers,1,1,0,"['done', '2', 'gallon', 'butter', 'pecan', 'favorite', 'mint', 'chocolate', 'chip', 'mint', 'still', 'delicious', 'butter', 'pecan', 'awful', 'say', 'label', 'many', 'cream', 'become', 'something', 'else', 'beware', 'may', 'dissapointed', 'throw', 'pecan', 'tasted', 'part', 'tasted', 'artificial']",4.1,0,[],,[],
41,0_breyers,2,2,0,"['ever', 'since', 'vanilla', 'chocolate', 'strawberry', 'neopolitan', 'vanilla', 'bean', 'spec', 'vanilla', 'expensive', 'different', 'satisfied', 'hope', 'hearing', 'alot', 'back']",4.1,0,"['vanilla', 'chocolate', 'strawberry', 'bean', 'berry', 'choc']","vanilla,chocolate,strawberry,bean,berry,choc","['vanilla', 'chocolate', 'strawberry', 'bean', 'berry', 'choc']","vanilla,chocolate,strawberry,bean,berry,choc"
42,0_breyers,4,2,0,"['speck', 'vanilla', 'thus', 'photo', 'misleading', 'best', 'aspect', 'lowest', 'content', 'brand', 'taste', 'still', 'also', 'natural', 'coffee', 'coffee', 'horrible']",4.1,1,"['vanilla', 'natural', 'speck', 'coffee']","vanilla,natural,speck,coffee","['vanilla', 'natural', 'speck', 'coffee']","vanilla,natural,speck,coffee"
43,0_breyers,1,2,0,"['quality', 'since']",4.1,0,[],,[],
44,0_breyers,1,84,3,"['year', 'taste', 'dramatically', 'creamy', 'gummy', 'tried', 'vanilla', 'variety', 'melt', 'natural', 'vanilla', 'seems', 'closest', 'even', 'want', 'finish', 'cherry', 'vanila', 'part', 'sweet', 'gummy', 'sauce']",4.1,0,"['vanilla', 'sweet', 'creamy', 'gum', 'sauce']","vanilla,sweet,creamy,gum,sauce","['vanilla', 'sweet', 'creamy', 'gum', 'sauce']","vanilla,sweet,creamy,gum,sauce"
45,0_breyers,2,22,0,"['texture', 'quality', 'natural', 'vanilla', 'declined', 'remarkably', 'several', 'year', 'natural', 'vanilla', 'family', 'favorite', 'still', 'great', 'find', 'testing', 'brand', 'search', 'another', 'natural', 'vanilla', 'guessing', 'bean', 'counter', 'worked', 'statistical', 'wizardry', 'never', 'price']",4.1,0,"['texture', 'sea', 'bean']","texture,sea,bean","['texture', 'sea', 'bean']","texture,sea,bean"
46,0_breyers,1,75,1,"['natural', 'vanilla', 'taste', 'different', 'ingredient', 'vegetable', 'gum', 'ingredient', 'natural', 'cream', 'sugar', 'vanilla', 'never', 'go', 'back', 'natural', 'ingredient', 'disappointed']",4.1,0,"['vanilla', 'natural']","vanilla,natural","['vanilla', 'natural']","vanilla,natural"
47,0_breyers,1,141,9,"['natural', 'vanilla', '11', 'ingredient', '5', '4th', 'ingredient', 'corn', 'syrup', 'also', 'trans', 'hidden', 'ingredient', 'monoglycerides', 'diglycerides', 'disappointment', 'since', 'decade', 'prided', 'ingredient', 'see', 'still', 'ingredient', 'though', 'product', 'dr', 'donna']",4.1,0,"['vanilla', 'natural']","vanilla,natural","['vanilla', 'natural']","vanilla,natural"
48,0_breyers,1,2,0,"['byers', 'natural', 'vanilla', 'nothing', 'could', 'compare', 'would', 'take', 'crystal', 'gum', 'texture', 'cant', 'school', 'customer', 'even', 'coke', 'go', 'back', 'question', 'stated', 'several', 'time', 'back', 'prior', '2006', '2007', 'another']",4.1,0,"['texture', 'gum']","texture,gum","['texture', 'gum']","texture,gum"
49,0_breyers,1,36,0,"['vanilla', 'would', 'ingredient', 'chemical', 'taste', 'however', 'much', 'dismay', 'find', 'equivalent', 'generic', 'flavorless', 'sugary', 'corn', 'syrup', 'guar', 'gum', 'ever', 'much', 'natural', 'want', 'corn', 'syrup']",4.1,0,"['vanilla', 'natural', 'syrup', 'gum']","vanilla,natural,syrup,gum","['vanilla', 'natural', 'syrup', 'gum']","vanilla,natural,syrup,gum"
50,0_breyers,1,421,19,"['natural', 'vanilla', 'holy', 'grail', 'believe', 'laudatory', '2003', '2004', 'specifically', 'thank', 'beautifully', 'ingredient', 'stabilizer', 'emulsifier', 'since', 'find', 'give', 'strange', 'texture', 'disappointment', 'include', 'stabilizer', 'consist', 'air', 'irritation', 'commercial', 'bragging', 'vanilla', 'bean', 'natural', 'ingredient', 'ingredient', 'see', 'could', 'still', 'vegetable', 'gum', 'year', 'ruined', 'favorite', 'despite', 'movement', 'fixed']",4.1,0,"['vanilla', 'texture', 'natural', 'tart', 'bean', 'gum']","vanilla,texture,natural,tart,bean,gum","['vanilla', 'texture', 'natural', 'tart', 'bean', 'gum']","vanilla,texture,natural,tart,bean,gum"
51,0_breyers,2,72,3,"['natural', 'vanilla', 'nearly', 'need', 'vegetable', 'gum', 'texture', 'vegetable', 'gum', 'give', 'pennsylvania', 'turkey', 'offer', 'natural', 'much', 'better', 'put', 'filler', 'quality', 'bad', 'mean', 'nearly', 'could', 'natural', 'ingredient', 'natural', 'product']",4.1,0,"['vanilla', 'texture', 'natural', 'tart', 'gum']","vanilla,texture,natural,tart,gum","['vanilla', 'texture', 'natural', 'tart', 'gum']","vanilla,texture,natural,tart,gum"
52,0_breyers,1,94,2,"['must', 'agree', 'many', 'rating', 'main', 'beef', 'ingredient', 'always', 'first', 'moved', 'west', 'coast', 'several', 'year', 'several', 'year', 'stay', 'enough', 'b', 'melt', 'form', 'scary', 'gummy', 'melt', 'back', 'milk', 'would', 'decide', 'take', 'delicious', 'natural', 'load', 'boatload', 'nasty', 'chemical', 'ruined']",4.1,0,"['natural', 'oat', 'gum']","natural,oat,gum","['natural', 'oat', 'gum']","natural,oat,gum"
53,0_breyers,2,81,3,"['set', 'apart', 'brand', 'milk', 'sugar', 'vanilla', 'vanilla', 'tv', 'commercial', 'child', 'ver', 'show', 'comercials', 'stating', 'made', 'ingredient', 'still', 'ingrediants', 'ant', 'missing', 'hasnt', 'unnoticed', 'despite', 'attempt', 'gloss', 'corporate', 'decision', 'move', 'distinctive', 'characteristic', 'set', 'apart', 'others']",4.1,0,[],,[],
54,0_breyers,1,23,0,"['vanilla', 'great', 'would', 'melt', 'palate', 'nothing', 'milk', 'vanilla', 'extract', 'vanilla', 'bean', 'fleck', 'throughout', 'artificially', 'enhance', 'creamy', 'gum', 'etc', 'leaving', 'foam', 'aftertaste', 'yuck', 'many', 'thing', 'cheaper', 'produce', 'couldnt', 'perfect']",4.1,0,"['vanilla', 'creamy', 'bean', 'gum']","vanilla,creamy,bean,gum","['vanilla', 'creamy', 'bean', 'gum']","vanilla,creamy,bean,gum"
55,0_breyers,1,45,2,"['best', 'vanilla', 'inedible', 'threw', 'correction', '1', '5', 'quart', 'since', 'reduced', 'chewy', 'texture', 'unpleasant', 'searched', 'natural', 'vanilla', 'bean', 'found', 'turkey', 'vanilla', 'bean', 'praise', 'lord', 'saved']",4.1,0,"['vanilla', 'chewy', 'texture', 'natural', 'sea', 'bean']","vanilla,chewy,texture,natural,sea,bean","['vanilla', 'chewy', 'texture', 'natural', 'sea', 'bean']","vanilla,chewy,texture,natural,sea,bean"
56,0_breyers,5,53,32,"['natural', 'vanilla', 'smooth', 'creamy', 'natural', 'tasting', 'vanilla', 'anymore', 'nothing', 'natural', 'vanilla', 'taste', 'artificial', 'scoop', 'first', 'last', 'sweetened', 'leaf', 'clean', 'feeling', 'wanting', 'practice', 'moderation', 'perfect', 'readable', 'downside', 'natural', 'vanilla', 'doesnt', 'bottomless']",4.1,1,"['sweet', 'natural', 'creamy', 'smooth']","sweet,natural,creamy,smooth","['sweet', 'natural', 'creamy', 'smooth']","sweet,natural,creamy,smooth"
57,0_breyers,1,3,0,"['go', 'grandparent', 'grandad', 'always', 'vanilla', 'bean', 'tv', 'evening', 'tried', 'nostalgia', 'disappointment', 'thing', 'better', 'sad', 'cant', 'release', 'vanilla', 'bean']",4.1,0,"['vanilla', 'bean']","vanilla,bean","['vanilla', 'bean']","vanilla,bean"
58,0_breyers,1,4,0,"['formulated', 'provide', 'desired', 'appearance', 'consistency', 'nutritional', 'value', 'maintain', 'quality', 'storage', 'without', 'gum', 'walk', 'taste', 'better', 'gum', 'mystery']",4.1,0,"['nut', 'consistency', 'gum']","nut,consistency,gum","['nut', 'consistency', 'gum']","nut,consistency,gum"
59,0_breyers,1,4,0,"['year', 'nothing', 'natural', 'vanilla', 'bean', 'even', 'natural', 'cream', 'tara', 'vegetable', 'gum', 'texture', 'many', 'creamy', 'texture', 'cream', 'allows', 'air', 'mixed', 'fluffier', 'also', 'allows', 'put', 'le', 'creates', 'lighter', 'wise', 'icy', 'cranked', 'texture', 'even', 'melt', 'differently', 'counter', 'melted', 'melted', 'would', 'still', 'edible', 'froze', 'melted', 'differently', 'even', 'sad', 'cranking', 'year', 'perfect']",4.1,0,"['texture', 'natural', 'creamy', 'icy', 'tart', 'gum']","texture,natural,creamy,icy,tart,gum","['texture', 'natural', 'creamy', 'icy', 'tart', 'gum']","texture,natural,creamy,icy,tart,gum"
60,0_breyers,1,4,0,"['natural', 'vanilla', 'milk', 'sugar', 'vanilla', 'bean', 'poor', 'excuse', 'currently', 'put', 'wondering', 'taste', 'different', 'vanilla', 'tasting', 'doesnt', 'even', 'melt', 'properly', 'product', 'garbage', 'put']",4.1,0,[],,[],
61,0_breyers,1,5,0,"['extremely', 'disappointed', 'natural', 'vanilla', 'year', 'last', 'speck', 'vanilla', 'bean', 'texture', 'due', 'vegetable', 'gum', 'tara', 'vanilla', 'would', 'hunt', 'find']",4.1,0,"['vanilla', 'texture', 'natural', 'bean', 'speck', 'gum']","vanilla,texture,natural,bean,speck,gum","['vanilla', 'texture', 'natural', 'bean', 'speck', 'gum']","vanilla,texture,natural,bean,speck,gum"
62,0_breyers,3,11,1,"['better', 'gum', 'still']",4.1,0,['gum'],gum,['gum'],gum
63,0_breyers,2,5,0,"['prior', 'september', '11th', '2001', 'breyer', 'vanilla', 'bean', 'vanilla', 'two', 'cream', 'served', 'window', 'restaurant', '107th', 'floor', 'trade', 'would', 'never', 'continued', 'distinctive', 'tradition', 'four', 'different', 'vanilla', 'manufacturer']",4.1,0,[],,[],
64,0_breyers,1,7,0,"['corn', 'syrup', 'taste', 'unhealthy', 'guy', 'go', 'last']",4.1,0,['syrup'],syrup,['syrup'],syrup
65,0_breyers,2,6,0,"['customer', 'year', 'parent', '85', 'last', 'reformulated', 'natural', 'vanilla', 'whipped', 'lightweight', 'consistency', 'unfortunately', 'brand', 'taste', 'pumped', 'air']",4.1,0,"['vanilla', 'natural', 'consistency']","vanilla,natural,consistency","['vanilla', 'natural', 'consistency']","vanilla,natural,consistency"
66,0_breyers,3,1,0,"['ingredient', 'belong', 'least', 'enought', 'call', 'product', 'dairy', 'labeling', 'could', 'switched', 'turkey', 'hill', 'natural', 'everything', 'wish', 'still']",4.1,0,"['dairy', 'natural', 'turkey', 'tart', 'tea']","dairy,natural,turkey,tart,tea","['dairy', 'natural', 'turkey', 'tart', 'tea']","dairy,natural,turkey,tart,tea"
67,0_breyers,1,1,0,"['always', 'go', '5', 'ingredient', 'vegetable', 'gum', 'consistency', 'terrible', 'milk']",4.1,0,"['consistency', 'gum']","consistency,gum","['consistency', 'gum']","consistency,gum"
68,0_breyers,4,1,0,"['hi', 'full', 'top', 'aboutan', 'inch', 'supposed', '1', '5', 'quart', 'le']",4.1,1,[],,[],
69,0_breyers,2,1,0,"['rite', 'fall', 'ni', 'bad', 'taste', 'anymore']",4.1,0,[],,[],
70,0_breyers,1,1,0,"['four', 'ingredient', 'promote', 'every', 'four', 'disappointed', 'sad']",4.1,0,[],,[],
71,0_breyers,1,1,0,"['terrible', 'compared', 'crisp', 'vanilla', 'bean', 'want', 'worse', 'cmon']",4.1,0,"['vanilla', 'bean']","vanilla,bean","['vanilla', 'bean']","vanilla,bean"
72,0_breyers,1,1,0,"['great', 'ruined', 'name', 'profit', 'shame']",4.1,0,[],,[],
73,0_breyers,1,1,0,['flop'],4.1,0,[],,[],
